instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
hippocampus_178,35,44,41,63140,0,background,60426,0.9570161545771302,0.3640053577326747,0.20282069533342167,68.80706980438885,25.663626002493533,1.0,255.0,3,260,130,1,3,MRI
hippocampus_178,35,44,41,63140,1,Anterior,1224,0.019385492556224265,0.17069961050212487,0.13787565134778812,55.15277777777778,9.58486477770169,32.0,84.0,3,260,130,1,3,MRI
hippocampus_178,35,44,41,63140,2,Posterior,1490,0.02359835286664555,0.0862484236942857,0.1517941718532923,50.74697986577181,11.353254313025799,30.0,96.0,3,260,130,1,3,MRI
hippocampus_166,36,49,31,54684,0,background,51657,0.9446456001755541,0.3287088127475083,0.22867070263704814,56.60531970497706,28.22115888373859,2.0,218.0,3,260,130,1,3,MRI
hippocampus_166,36,49,31,54684,1,Anterior,1402,0.025638212274156975,0.24757901988609377,0.15805345407659474,42.94293865905849,10.471666652985304,17.0,77.0,3,260,130,1,3,MRI
hippocampus_166,36,49,31,54684,2,Posterior,1625,0.029716187550288934,0.07414239761504214,0.1698032265528691,41.312615384615384,10.376873440036384,9.0,78.0,3,260,130,1,3,MRI
hippocampus_017,35,48,32,53760,0,background,50282,0.9353050595238095,0.32766444844203035,0.24598679873719376,512.5550205515893,238.94429124270997,0.0,1045.75048828125,3,260,130,1,3,MRI
hippocampus_017,35,48,32,53760,1,Anterior,2135,0.039713541666666664,0.1926150511804436,0.19528537137982607,393.32628184191236,98.92593345040217,76.68836975097656,794.7703857421875,3,260,130,1,3,MRI
hippocampus_017,35,48,32,53760,2,Posterior,1343,0.02498139880952381,0.0840538162581628,0.1560683456792034,410.2176396930209,129.51662560873478,104.5750503540039,920.2604370117188,3,260,130,1,3,MRI
hippocampus_109,36,49,36,63504,0,background,60285,0.9493102796674225,0.3457917804334501,0.21936333464182786,66.32416023886539,26.290805560235107,1.0,122.0,3,260,130,1,3,MRI
hippocampus_109,36,49,36,63504,1,Anterior,1589,0.025022045855379187,0.14762805348376926,0.15619200708291858,53.38325991189427,11.17742923487337,26.0,102.0,3,260,130,1,3,MRI
hippocampus_109,36,49,36,63504,2,Posterior,1630,0.025667674477198286,0.09766098469553965,0.15814185076737552,53.04907975460123,11.854642993479038,19.0,93.0,3,260,130,1,3,MRI
hippocampus_074,37,47,42,73038,0,background,70038,0.9589254908403845,0.36372616648264744,0.19846257545671475,515.4107597221935,206.34590530029774,0.0,1560.3175048828125,3,260,130,1,3,MRI
hippocampus_074,37,47,42,73038,1,Anterior,1438,0.01968838139050905,0.20952770147149563,0.1389271356817339,381.65930536559296,87.26707231718554,143.54920959472656,742.7111206054688,3,260,130,1,3,MRI
hippocampus_074,37,47,42,73038,2,Posterior,1562,0.02138612776910649,0.10441773969674885,0.14466776181357735,352.8395332942088,88.8055302232976,87.37777709960938,711.5047607421875,3,260,130,1,3,MRI
hippocampus_174,37,55,34,69190,0,background,65243,0.9429541841306547,0.3188088441725137,0.2319301419849219,60.07021442913416,23.625644403695713,1.0,255.0,3,260,130,1,3,MRI
hippocampus_174,37,55,34,69190,1,Anterior,1794,0.025928602399190634,0.20297428583317875,0.15892233945174392,47.45484949832776,9.509100341403428,26.0,88.0,3,260,130,1,3,MRI
hippocampus_174,37,55,34,69190,2,Posterior,2153,0.031117213470154646,0.09528050555420779,0.1736344795713325,46.91778913144449,12.657561525051253,11.0,100.0,3,260,130,1,3,MRI
hippocampus_314,37,53,33,64713,0,background,61770,0.9545222752769923,0.32615258980535194,0.2083494691066576,298.4338613526497,144.1587778672097,0.0,893.3036499023438,3,260,130,1,3,MRI
hippocampus_314,37,53,33,64713,1,Anterior,1697,0.026223479053667734,0.1898284880578044,0.1597992747167195,244.52245607640228,69.57775989378965,20.07423973083496,516.9116821289062,3,260,130,1,3,MRI
hippocampus_314,37,53,33,64713,2,Posterior,1246,0.01925424566934001,0.054269749519645624,0.13741731947991384,240.6008787384768,62.27119955037159,50.18560028076172,521.9302368164062,3,260,130,1,3,MRI
hippocampus_269,35,49,37,63455,0,background,60016,0.945804113151052,0.34453825958934176,0.2264038265966459,773.0331660295067,324.85863168097245,0.0,2987.561767578125,3,260,130,1,3,MRI
hippocampus_269,35,49,37,63455,1,Anterior,1725,0.027184619021353714,0.16773200649559078,0.16262107953773267,550.5129263239321,132.73135274158062,36.43368148803711,1211.419921875,3,260,130,1,3,MRI
hippocampus_269,35,49,37,63455,2,Posterior,1714,0.02701126782759436,0.07662211146539667,0.16211619054844684,571.8536263936599,162.60856779323564,72.86736297607422,1266.0704345703125,3,260,130,1,3,MRI
hippocampus_277,33,59,29,56463,0,background,53159,0.9414838035527691,0.27055356458592444,0.2347169597634138,575.8182454783469,270.1553354425484,0.0,1900.837158203125,3,260,130,1,3,MRI
hippocampus_277,33,59,29,56463,1,Anterior,1695,0.030019658891663567,0.16842120478079112,0.1706413753217306,425.5309543845928,103.81457777711,139.0856475830078,888.6027221679688,3,260,130,1,3,MRI
hippocampus_277,33,59,29,56463,2,Posterior,1609,0.028496537555567362,0.08988120263935127,0.16638655265048163,434.94878665788934,126.06372002988445,139.0856475830078,958.1455688476562,3,260,130,1,3,MRI
hippocampus_318,37,51,33,62271,0,background,58755,0.9435371200077083,0.33170298693787076,0.23081339470504697,662.9858417258264,298.1109708757382,0.0,3840.705810546875,3,260,130,1,3,MRI
hippocampus_318,37,51,33,62271,1,Anterior,2029,0.032583385524562,0.12483107935262244,0.1775435397650947,513.756897247149,138.53635986760258,43.4468994140625,1060.1043701171875,3,260,130,1,3,MRI
hippocampus_318,37,51,33,62271,2,Posterior,1487,0.023879494467729762,0.07063477376437309,0.15267371814328565,456.95501889586046,134.5047825528268,139.0300750732422,1146.9981689453125,3,260,130,1,3,MRI
hippocampus_265,31,54,34,56916,0,background,53807,0.9453756412959449,0.3053313665287421,0.2272455459194433,513.9912311523753,258.6490365428758,0.0,2007.8165283203125,3,260,130,1,3,MRI
hippocampus_265,31,54,34,56916,1,Anterior,1455,0.025563989036474805,0.20460458476334076,0.15783051511357934,418.8693659097468,111.59126406193278,50.8307991027832,845.06201171875,3,260,130,1,3,MRI
hippocampus_265,31,54,34,56916,2,Posterior,1654,0.029060369667580292,0.07064977298857492,0.1679757857024752,428.7004755566746,114.12297489076327,19.06155014038086,895.892822265625,3,260,130,1,3,MRI
hippocampus_330,35,55,33,63525,0,background,59528,0.9370798898071625,0.306521835641206,0.24281921243212748,478.4452093359668,233.19391871986457,0.0,3099.303955078125,3,260,130,1,3,MRI
hippocampus_330,35,55,33,63525,1,Anterior,2232,0.0351357733175915,0.19360990092059358,0.18412292293727667,342.9998875668399,121.12010546292693,11.92039966583252,834.427978515625,3,260,130,1,3,MRI
hippocampus_330,35,55,33,63525,2,Posterior,1765,0.027784336875245966,0.08478209591611102,0.16435439604601032,342.9090379866257,132.78219684012143,11.92039966583252,762.9055786132812,3,260,130,1,3,MRI
hippocampus_087,35,55,32,61600,0,background,57893,0.9398214285714286,0.30363114251509965,0.23781738996420712,65.28103570379838,25.15194100403281,2.0,180.0,3,260,130,1,3,MRI
hippocampus_087,35,55,32,61600,1,Anterior,1933,0.03137987012987013,0.24042354320488016,0.1743421173454728,49.41903776513192,9.808950467074261,24.0,88.0,3,260,130,1,3,MRI
hippocampus_087,35,55,32,61600,2,Posterior,1774,0.0287987012987013,0.09581070248509646,0.16724035428750286,49.208004509582864,12.489144019525645,15.0,103.0,3,260,130,1,3,MRI
hippocampus_230,34,49,37,61642,0,background,58477,0.9486551377307679,0.3422144032607173,0.22070017532341385,460.5931922014747,200.66871122578218,0.0,1458.6588134765625,3,260,130,1,3,MRI
hippocampus_230,34,49,37,61642,1,Anterior,1556,0.025242529444210116,0.19484552099771055,0.15686090702105576,334.3610437933767,79.44342568749418,5.402440071105957,723.9269409179688,3,260,130,1,3,MRI
hippocampus_230,34,49,37,61642,2,Posterior,1609,0.0261023328250219,0.05945143603813963,0.15943964703333258,330.12635824086135,95.85301610317975,54.02439880371094,718.5245361328125,3,260,130,1,3,MRI
hippocampus_199,37,52,26,50024,0,background,47454,0.9486246601631217,0.2939853317320592,0.22076212150983593,241691.1308598689,116763.09585066089,0.0,548772.625,3,260,130,1,3,MRI
hippocampus_199,37,52,26,50024,1,Anterior,1158,0.023148888533503918,0.24912837927921497,0.15037625308926716,187783.79588663104,47912.11146461498,46562.5234375,355870.71875,3,260,130,1,3,MRI
hippocampus_199,37,52,26,50024,2,Posterior,1412,0.02822645130337438,0.04890155644765067,0.1656191980121647,191669.9830083658,52584.572830512814,86473.2578125,415736.8125,3,260,130,1,3,MRI
hippocampus_099,33,52,27,46332,0,background,43797,0.9452861952861953,0.29141255668150856,0.2274207648556841,561.4763779856422,251.85936556218712,0.0,1197.227783203125,3,260,130,1,3,MRI
hippocampus_099,33,52,27,46332,1,Anterior,1252,0.02702236035569369,0.23422493094124514,0.1621485503990113,434.422292776382,121.58951860883681,23.172149658203125,857.3695678710938,3,260,130,1,3,MRI
hippocampus_099,33,52,27,46332,2,Posterior,1283,0.027691444358111026,0.06393020318226639,0.16408725808993416,459.4033808243619,122.30831308846851,146.7569580078125,919.1619262695312,3,260,130,1,3,MRI
hippocampus_353,32,51,31,50592,0,background,47837,0.9455447501581278,0.31175434612726716,0.22691380655775778,469.6764055260807,208.63858357769698,0.0,2419.140380859375,3,260,130,1,3,MRI
hippocampus_353,32,51,31,50592,1,Anterior,1415,0.027968848829854523,0.18986869204552007,0.16488357202883275,362.9641846242305,87.85297906470639,63.49449920654297,749.235107421875,3,260,130,1,3,MRI
hippocampus_353,32,51,31,50592,2,Posterior,1340,0.02648640101201771,0.05535771629631246,0.160576684401716,380.189910279459,105.67789340520918,57.145050048828125,761.9340209960938,3,260,130,1,3,MRI
hippocampus_253,34,51,31,53754,0,background,49931,0.9288797112773003,0.31167577324739115,0.2570256665290444,706.7123881392723,304.65042307826127,0.0,3523.615966796875,3,260,130,1,3,MRI
hippocampus_253,34,51,31,53754,1,Anterior,2343,0.04358745395691484,0.18476808887412946,0.2041753849377262,529.6928792995009,135.23278885843877,96.89944458007812,995.4215087890625,3,260,130,1,3,MRI
hippocampus_253,34,51,31,53754,2,Posterior,1480,0.027532834765784872,0.10074550128171048,0.16363000267537997,548.3329827385979,136.82226025018696,176.18080139160156,1118.748046875,3,260,130,1,3,MRI
hippocampus_222,34,49,36,59976,0,background,57292,0.9552487661731359,0.34003272710252275,0.20675725113726343,56.619161488514976,26.610209534926017,3.0,136.0,3,260,130,1,3,MRI
hippocampus_222,34,49,36,59976,1,Anterior,1691,0.028194611177804457,0.1750516398991831,0.16552847210778232,39.69189828503844,12.116634030479172,11.0,76.0,3,260,130,1,3,MRI
hippocampus_222,34,49,36,59976,2,Posterior,993,0.016556622649059625,0.13280591186695276,0.1276029031625702,47.3705941591138,12.955171812301444,12.0,85.0,3,260,130,1,3,MRI
hippocampus_095,34,49,39,64974,0,background,61189,0.9417459291408872,0.3407317936413833,0.23422325693119017,482.3572669751244,201.96921640644422,0.0,1972.4071044921875,3,260,130,1,3,MRI
hippocampus_095,34,49,39,64974,1,Anterior,2191,0.03372118078000431,0.2250206108862198,0.180510561316524,344.1150996331372,89.37509832267823,70.94989776611328,652.7390747070312,3,260,130,1,3,MRI
hippocampus_095,34,49,39,64974,2,Posterior,1594,0.024532890079108565,0.08816102976630914,0.15469656551932545,364.71096119946486,106.88170411390729,35.47494888305664,823.018798828125,3,260,130,1,3,MRI
hippocampus_322,38,47,37,66082,0,background,62632,0.947792137041857,0.35608849313106306,0.22244595299417494,419.93182234429725,188.4362292244415,0.0,2467.62744140625,3,260,130,1,3,MRI
hippocampus_322,38,47,37,66082,1,Anterior,1979,0.029947640809902847,0.1744201653101299,0.17044289254710474,361.2035431671528,100.33652488176917,72.93479919433594,771.893310546875,3,260,130,1,3,MRI
hippocampus_322,38,47,37,66082,2,Posterior,1471,0.022260222148240066,0.09904966127727713,0.14752865707431578,310.55961435656417,102.61523962097245,103.32429504394531,698.95849609375,3,260,130,1,3,MRI
hippocampus_195,33,53,28,48972,0,background,45311,0.925242995997713,0.28387698794758853,0.2629988485809188,243815.32869250802,106550.73938835203,0.0,736895.625,3,260,130,1,3,MRI
hippocampus_195,33,53,28,48972,1,Anterior,1831,0.0373887119170138,0.22511896014271987,0.18971240375420992,188874.4011127799,45424.43057102502,48909.0,345623.625,3,260,130,1,3,MRI
hippocampus_195,33,53,28,48972,2,Posterior,1830,0.037368292085273216,0.09088271470339065,0.18966260261818332,179222.5372822746,50552.5420605102,65212.0,391272.0,3,260,130,1,3,MRI
hippocampus_341,34,48,35,57120,0,background,54532,0.9546918767507003,0.34614244973901465,0.20797907879622407,563.6550815075533,238.4042115423751,0.0,2066.65625,3,260,130,1,3,MRI
hippocampus_341,34,48,35,57120,1,Anterior,1331,0.023301820728291317,0.16946326059432032,0.15086035224351654,405.376623410197,87.95243908359141,64.76700592041016,712.4370727539062,3,260,130,1,3,MRI
hippocampus_341,34,48,35,57120,2,Posterior,1257,0.022006302521008405,0.06479781318838994,0.14670386896862078,435.1713451485645,111.01235520602081,82.43074035644531,841.9711303710938,3,260,130,1,3,MRI
hippocampus_070,37,50,38,70300,0,background,66850,0.9509246088193457,0.347402873520722,0.21602545489159397,75.68732984293193,32.45247985964697,3.0,255.0,3,260,130,1,3,MRI
hippocampus_070,37,50,38,70300,1,Anterior,1895,0.026955903271692744,0.17225665898255627,0.16195456940296526,58.883377308707125,13.36614923311939,17.0,105.0,3,260,130,1,3,MRI
hippocampus_070,37,50,38,70300,2,Posterior,1555,0.022119487908961594,0.058609711607952884,0.14707214611749872,57.387781350482314,13.705378760716552,12.0,111.0,3,260,130,1,3,MRI
hippocampus_170,34,48,40,65280,0,background,62410,0.9560355392156863,0.3520440659099369,0.20501606515650983,235383.05831464106,101305.97949973618,0.0,1144765.0,3,260,130,1,3,MRI
hippocampus_170,34,48,40,65280,1,Anterior,1311,0.020082720588235296,0.16510590529578373,0.14028330236350353,181703.23417834667,37449.59762653861,61712.3984375,305476.375,3,260,130,1,3,MRI
hippocampus_170,34,48,40,65280,2,Posterior,1559,0.02388174019607843,0.07520809260753765,0.152680721380551,169267.72503407634,40364.0991531663,27770.578125,354846.28125,3,260,130,1,3,MRI
hippocampus_101,36,52,32,59904,0,background,56310,0.9400040064102564,0.3199224160025811,0.23747941877755013,502.36371339052107,225.84072161525407,0.0,2260.95166015625,3,260,130,1,3,MRI
hippocampus_101,36,52,32,59904,1,Anterior,1888,0.031517094017094016,0.15548762108939843,0.1747105228708668,369.9509630041607,90.42042443842476,57.973121643066406,688.4308471679688,3,260,130,1,3,MRI
hippocampus_101,36,52,32,59904,2,Posterior,1706,0.028478899572649572,0.08639959070974369,0.16633656198136512,381.94381490262424,105.59401788891756,115.94624328613281,884.090087890625,3,260,130,1,3,MRI
hippocampus_001,35,51,35,62475,0,background,59527,0.9528131252501001,0.3364346918559958,0.21203837766130265,64.12291901154099,25.31548700828516,2.0,139.0,3,260,130,1,3,MRI
hippocampus_001,35,51,35,62475,1,Anterior,1324,0.02119247699079632,0.1996494846253921,0.1440255390887008,49.91087613293051,8.77149855188292,26.0,86.0,3,260,130,1,3,MRI
hippocampus_001,35,51,35,62475,2,Posterior,1624,0.02599439775910364,0.08862280767854044,0.15911847486776998,52.58435960591133,12.375748042624572,21.0,96.0,3,260,130,1,3,MRI
hippocampus_162,38,51,37,71706,0,background,68286,0.9523052464228935,0.3455024894292588,0.213119600361688,55.97416747210263,26.214158821344423,1.0,255.0,3,260,130,1,3,MRI
hippocampus_162,38,51,37,71706,1,Anterior,1800,0.02510250188268764,0.21156932352043015,0.1564364608456651,41.52111111111111,8.557167164228078,17.0,77.0,3,260,130,1,3,MRI
hippocampus_162,38,51,37,71706,2,Posterior,1620,0.022592251694418877,0.07802173239157016,0.14859960248195453,39.12222222222222,11.073653528494368,9.0,82.0,3,260,130,1,3,MRI
hippocampus_380,35,46,42,67620,0,background,64185,0.9492014196983141,0.3564179842665823,0.21958616655203728,591.9220361704246,268.2201032591182,0.0,2882.357666015625,3,260,130,1,3,MRI
hippocampus_380,35,46,42,67620,1,Anterior,1730,0.025584146702159125,0.1591942066614652,0.15789109582139688,438.23115999078476,119.11589898676482,103.79681396484375,902.2338256835938,3,260,130,1,3,MRI
hippocampus_380,35,46,42,67620,2,Posterior,1705,0.025214433599526766,0.052755344185111075,0.15677584615552811,409.8627780187165,120.05208322270029,79.84370422363281,1117.8118896484375,3,260,130,1,3,MRI
hippocampus_037,34,51,32,55488,0,background,52293,0.942419982698962,0.3207002204055343,0.2329475454016423,384.5853916472536,154.26552551052336,0.0,1476.6497802734375,3,260,130,1,3,MRI
hippocampus_037,34,51,32,55488,1,Anterior,1578,0.02843858131487889,0.10672291863855579,0.1662222259737726,329.82945156701766,81.60671743472435,96.3032455444336,663.42236328125,3,260,130,1,3,MRI
hippocampus_037,34,51,32,55488,2,Posterior,1617,0.02914143598615917,0.06446042704901814,0.16820289145797632,310.02920821454694,87.29698293544547,58.85198211669922,631.3212280273438,3,260,130,1,3,MRI
hippocampus_280,37,47,32,55648,0,background,53035,0.953044134560092,0.34656207561632607,0.21154435029255034,398.46538617952365,188.27231917637025,0.0,1929.3114013671875,3,260,130,1,3,MRI
hippocampus_280,37,47,32,55648,1,Anterior,1367,0.02456512363427257,0.18138277994827795,0.15479560179509452,349.1791819528497,96.93968741432779,5.434679985046387,722.8124389648438,3,260,130,1,3,MRI
hippocampus_280,37,47,32,55648,2,Posterior,1246,0.02239074180563542,0.09404185274517142,0.14795065558161205,318.2733529092412,97.25684433785149,76.08551788330078,695.6390380859375,3,260,130,1,3,MRI
hippocampus_154,35,46,42,67620,0,background,64363,0.9518337769890565,0.355844986870569,0.21411734626555498,59.286764134673646,25.853298724312744,2.0,218.0,3,260,130,1,3,MRI
hippocampus_154,35,46,42,67620,1,Anterior,1599,0.02364685004436557,0.21122128771768134,0.15194629487863417,43.32270168855535,8.740776821461152,20.0,81.0,3,260,130,1,3,MRI
hippocampus_154,35,46,42,67620,2,Posterior,1658,0.024519372966577937,0.06978905352830986,0.154655013872502,40.931845597104946,9.747886429305824,24.0,82.0,3,260,130,1,3,MRI
hippocampus_058,34,53,36,64872,0,background,61745,0.951797385620915,0.3271644874078228,0.21419412304287483,407.9664812186863,190.97121363306664,0.0,1179.4508056640625,3,260,130,1,3,MRI
hippocampus_058,34,53,36,64872,1,Anterior,1334,0.02056357134048588,0.16402736104562915,0.14191797234392348,317.8078672617808,77.63871699726035,53.883541107177734,544.8224487304688,3,260,130,1,3,MRI
hippocampus_058,34,53,36,64872,2,Posterior,1793,0.027639043038599088,0.052239531690959656,0.16393634843593888,304.49192236151964,89.41828380483616,29.935300827026367,688.5119018554688,3,260,130,1,3,MRI
hippocampus_158,38,52,36,71136,0,background,67724,0.9520355375618533,0.33938208549445176,0.21369106855731304,493.59224796782394,234.02535650941718,0.0,3137.09130859375,3,260,130,1,3,MRI
hippocampus_158,38,52,36,71136,1,Anterior,1874,0.026343904633378316,0.16065163903955998,0.16015587195618458,386.9444309955218,92.32966475127262,117.85137176513672,796.8997192382812,3,260,130,1,3,MRI
hippocampus_158,38,52,36,71136,2,Posterior,1538,0.02162055780476833,0.05189442626058344,0.14544108527159372,352.2806513728029,104.09163110681679,61.73167037963867,746.3920288085938,3,260,130,1,3,MRI
hippocampus_292,38,52,33,65208,0,background,61729,0.946647650595019,0.32683351063034266,0.22473512457546507,392.3043356991712,173.36002033110168,0.0,1924.4747314453125,3,260,130,1,3,MRI
hippocampus_292,38,52,33,65208,1,Anterior,1911,0.02930622009569378,0.1541222196925745,0.16866346836050933,292.00204100077343,80.04806688545861,81.77655029296875,605.1464233398438,3,260,130,1,3,MRI
hippocampus_292,38,52,33,65208,2,Posterior,1568,0.024046129309287203,0.07441023328900716,0.1531924050810883,291.2211659465517,87.31882052102634,27.25885009765625,599.6947021484375,3,260,130,1,3,MRI
hippocampus_025,35,48,35,58800,0,background,55474,0.9434353741496598,0.34245672550563255,0.23100880708914792,520.6424839594346,223.22115456768395,0.0,2510.9287109375,3,260,130,1,3,MRI
hippocampus_025,35,48,35,58800,1,Anterior,1896,0.03224489795918367,0.1458765406781864,0.1766498358753427,402.5767487715065,81.44914730301134,165.7581329345703,742.842041015625,3,260,130,1,3,MRI
hippocampus_025,35,48,35,58800,2,Posterior,1430,0.024319727891156464,0.0860078082308348,0.15403986083626722,385.18910522460936,93.27474429395554,85.94866180419922,822.6514892578125,3,260,130,1,3,MRI
hippocampus_125,43,42,39,70434,0,background,67708,0.9612971008319846,0.3766416321425908,0.19288593718570018,69.32480652212442,30.19502070447401,2.0,254.0,3,260,130,1,3,MRI
hippocampus_125,43,42,39,70434,1,Anterior,1657,0.023525570037197945,0.26368998052765846,0.15156555542610214,51.786360893180444,10.176011995397227,27.0,98.0,3,260,130,1,3,MRI
hippocampus_125,43,42,39,70434,2,Posterior,1069,0.015177329130817502,0.0832893366566428,0.12225783333297029,52.24602432179607,10.636976630885021,24.0,93.0,3,260,130,1,3,MRI
hippocampus_046,36,49,38,67032,0,background,63740,0.9508891275808569,0.35023144452868554,0.2160995016870093,501.62071156449406,213.26091693782624,0.0,3164.734619140625,3,260,130,1,3,MRI
hippocampus_046,36,49,38,67032,1,Anterior,1611,0.02403329752953813,0.1600223491249012,0.15315253226569525,369.18939374974616,104.24499503931759,28.089359283447266,912.9042358398438,3,260,130,1,3,MRI
hippocampus_046,36,49,38,67032,2,Posterior,1681,0.025077574889604964,0.04621137734378148,0.15636076914386554,364.5211362549409,98.08143632796535,79.58651733398438,697.5524291992188,3,260,130,1,3,MRI
hippocampus_146,36,51,32,58752,0,background,55230,0.9400531045751634,0.3217876121149015,0.23738842674772567,189892.6295857018,101143.52038127526,0.0,954222.125,3,260,130,1,3,MRI
hippocampus_146,36,51,32,58752,1,Anterior,2017,0.034330746187363835,0.20025115202815275,0.18207730790404017,135434.94431063984,35204.322837706444,2757.867431640625,275786.75,3,260,130,1,3,MRI
hippocampus_146,36,51,32,58752,2,Posterior,1505,0.02561614923747277,0.08752976111790628,0.15798722143172303,136062.7327813538,37511.51601632398,16547.205078125,308881.15625,3,260,130,1,3,MRI
hippocampus_226,32,51,28,45696,0,background,43150,0.9442839635854342,0.3003751532177848,0.22937253475692468,569.0681014101419,275.24298596928406,0.0,2045.35498046875,3,260,130,1,3,MRI
hippocampus_226,32,51,28,45696,1,Anterior,1364,0.029849439775910366,0.1408343948345312,0.1701718270483533,441.6489566120584,116.0084396448993,104.27299499511719,962.52001953125,3,260,130,1,3,MRI
hippocampus_226,32,51,28,45696,2,Posterior,1182,0.02586659663865546,0.06346352688710147,0.15873725403001204,417.28200209564363,122.69711421454389,72.18899536132812,898.3519897460938,3,260,130,1,3,MRI
hippocampus_091,36,51,29,53244,0,background,50183,0.9425099541732401,0.3111205518932176,0.23277658915276872,414.62409501572415,180.50057834357443,0.0,853.33349609375,3,260,130,1,3,MRI
hippocampus_091,36,51,29,53244,1,Anterior,1389,0.02608744647284201,0.15893775239273614,0.1593953939402535,319.94579368464974,73.90903496828417,119.46669006347656,603.0223388671875,3,260,130,1,3,MRI
hippocampus_091,36,51,29,53244,2,Posterior,1672,0.031402599353917815,0.09077259258047819,0.17440319982080354,303.96093059612804,81.90016889962739,73.95556640625,620.0889892578125,3,260,130,1,3,MRI
hippocampus_326,36,49,41,72324,0,background,68341,0.9449283778552071,0.34958633164391223,0.22812000915994643,594.0687165620833,278.7925495315238,0.0,4573.6552734375,3,260,130,1,3,MRI
hippocampus_326,36,49,41,72324,1,Anterior,2135,0.029519938056523424,0.15350299450330426,0.16925871118988958,450.01888928022544,131.88590735529348,31.4881591796875,921.0286865234375,3,260,130,1,3,MRI
hippocampus_326,36,49,41,72324,2,Posterior,1848,0.025551684088269456,0.044674895971189676,0.1577935218205194,428.17421659659516,129.9199373999068,86.59243774414062,968.2608642578125,3,260,130,1,3,MRI
hippocampus_245,35,48,42,70560,0,background,67235,0.9528769841269841,0.35057155066640555,0.21190195196846906,664.789316945882,290.73084985263756,0.0,2936.34423828125,3,260,130,1,3,MRI
hippocampus_245,35,48,42,70560,1,Anterior,1630,0.023100907029478458,0.14833637157279705,0.1502240164683858,481.5179391451409,176.57275481489245,43.95724868774414,1195.6370849609375,3,260,130,1,3,MRI
hippocampus_245,35,48,42,70560,2,Posterior,1695,0.024022108843537414,0.07471674522040321,0.15311775576413944,519.4372207821647,162.16607312571563,114.2888412475586,1222.011474609375,3,260,130,1,3,MRI
hippocampus_345,32,49,30,47040,0,background,44060,0.9366496598639455,0.31434967434083805,0.24359202478878622,529.2244130668346,223.83827768863284,0.0,1779.791259765625,3,260,130,1,3,MRI
hippocampus_345,32,49,30,47040,1,Anterior,1685,0.03582057823129252,0.2104419994518909,0.18584257963789777,380.46960269011095,104.36082107496728,39.260101318359375,759.0286254882812,3,260,130,1,3,MRI
hippocampus_345,32,49,30,47040,2,Posterior,1295,0.027529761904761904,0.10484568905933293,0.1636211297914454,387.9726666778211,97.62962856424224,91.60690307617188,817.9187622070312,3,260,130,1,3,MRI
hippocampus_238,37,56,36,74592,0,background,70605,0.9465492277992278,0.31895708598396494,0.22493062742079695,567.1555279302087,276.1821648638264,0.0,2345.961669921875,3,260,130,1,3,MRI
hippocampus_238,37,56,36,74592,1,Anterior,2302,0.03086121836121836,0.18495606432448045,0.17294161894257715,431.87991467069065,109.42986220311388,21.134790420532227,859.4814453125,3,260,130,1,3,MRI
hippocampus_238,37,56,36,74592,2,Posterior,1685,0.022589553839553838,0.07326642823147318,0.14859093477357135,427.55826349003735,128.97094605079826,119.76380920410156,866.5263671875,3,260,130,1,3,MRI
hippocampus_338,37,43,43,68413,0,background,64790,0.9470422288161606,0.3623893285904799,0.223949203291906,438.54228280866414,216.14527986985323,0.0,1951.462158203125,3,260,130,1,3,MRI
hippocampus_338,37,43,43,68413,1,Anterior,2007,0.02933652960694605,0.16162329974451559,0.16874803002573638,330.4406186547158,87.88366188697981,67.29180145263672,679.6471557617188,3,260,130,1,3,MRI
hippocampus_338,37,43,43,68413,2,Posterior,1616,0.02362124157689328,0.06820807117532361,0.15186598869812598,307.18123137124695,92.93462326754118,33.64590072631836,699.834716796875,3,260,130,1,3,MRI
hippocampus_349,34,50,34,57800,0,background,55210,0.9551903114186852,0.33659225979339924,0.20688591153232366,651.277651166795,278.57118035430415,0.0,2226.1875,3,260,130,1,3,MRI
hippocampus_349,34,50,34,57800,1,Anterior,1217,0.021055363321799307,0.13510306174567233,0.14356892072167407,468.63220596000025,112.98323377442766,71.5560302734375,922.2777099609375,3,260,130,1,3,MRI
hippocampus_349,34,50,34,57800,2,Posterior,1373,0.023754325259515572,0.05461149125226823,0.152282820078237,470.415592735385,125.35919311053001,151.06272888183594,962.0310668945312,3,260,130,1,3,MRI
hippocampus_249,32,52,34,56576,0,background,53227,0.9408052884615384,0.3139829770356735,0.23598876597062807,617.7703807222417,283.5494673406906,0.0,1942.446044921875,3,260,130,1,3,MRI
hippocampus_249,32,52,34,56576,1,Anterior,1784,0.03153280542986425,0.1666857218388203,0.1747526469372827,462.24321591159156,116.77918852429133,36.78874969482422,897.6455078125,3,260,130,1,3,MRI
hippocampus_249,32,52,34,56576,2,Posterior,1565,0.027661906108597284,0.08657397206743817,0.16400221053094508,474.5396098079011,133.05334010797412,36.78874969482422,1088.947021484375,3,260,130,1,3,MRI
hippocampus_334,34,47,36,57528,0,background,54850,0.9534487553886803,0.34786873636522136,0.21067564224764282,520.2283646313712,215.98524878459858,0.0,2482.150634765625,3,260,130,1,3,MRI
